Id,Model,Price,Age,Mfg_Month,Millage,HP,Automatic,CC,Doors,Cylinders,Gears,QuartTax,Weight
647,HONDA Civic 1.6 16V HATCHB G6 2/3-Doors,10950,57,12,118833,110,0,1600,3,4,6,85,1065
648,HONDA Civic 2.0 DSL WAGON LINEA TERRA Stationwagen,9950,64,5,118000,72,0,2000,5,4,5,185,1150
649,HONDA Civic 1.6 16V SEDAN LINEA TERRA AUT4 4/5-Doors,8600,68,1,117955,110,1,1600,4,4,5,85,1065
650,HONDA Civic 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7250,65,4,117609,86,0,1300,3,4,5,69,1015
651,HONDA Civic 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,6950,68,1,117000,72,0,2000,3,4,5,185,1115
652,HONDA Civic 1.3 16V LIFTB G6 4/5-Doors,8000,64,5,116000,86,0,1300,5,4,5,69,1045
653,HONDA Civic 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9950,58,11,115715,110,0,1600,5,4,5,85,1070
654,HONDA Civic 1.6 16V SEDAN LINEA TERRA 4/5-Doors,9450,60,9,115191,110,0,1600,4,4,5,197,1079
655,HONDA Civic 1.6 16V HATCHB LINEA LUNA 2/3-Doors,7950,68,1,115071,110,0,1600,3,4,5,85,1055
656,HONDA Civic 1.6 G6-R 2/3-Doors,9450,63,6,115000,110,0,1600,3,4,5,197,1109
657,HONDA Civic 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,64,5,114846,110,0,1600,5,4,5,85,1075
658,HONDA Civic 2.0 D Linea Terra 3d 2/3-Doors,6950,65,4,114383,90,0,2000,3,4,5,64,1260
659,HONDA Civic 1.6 16v Liftback Linea Terra 4/5-Doors,8250,59,10,113700,110,0,1600,5,4,5,19,1065
660,HONDA Civic 1.3 16V HATCHB LINEA LUNA 2/3-Doors,9950,67,2,113118,86,0,1300,3,4,5,69,1020
661,HONDA Civic 1.3 16V LIFTB LINEA LUNA 4/5-Doors,8250,59,10,112827,86,0,1300,5,4,5,69,1040
662,HONDA Civic 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9950,68,1,112116,110,0,1600,5,4,5,85,1070
663,HONDA Civic 1.6 16V HATCHB G6 R 2/3-Doors,10500,66,3,112000,110,0,1600,3,4,6,85,1065
664,HONDA Civic 2.0 SDN LINEA TERRA DSL 4/5-Doors,7950,62,7,112000,72,0,2000,4,4,5,64,1135
665,HONDA Civic 1.6 16V HATCHB G6 2/3-Doors,9750,65,4,111769,110,0,1600,3,4,6,85,1065
666,HONDA Civic 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9250,61,8,110853,110,0,1600,5,4,5,85,1070
667,HONDA Civic 1.6 Linea Luna 2/3-Doors,9500,68,1,110287,110,0,1600,3,4,5,69,1050
668,HONDA Civic 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,62,7,109547,110,0,1600,5,4,5,85,1075
669,HONDA Civic 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7750,63,6,109230,110,0,1600,3,4,5,69,1050
670,HONDA Civic 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9500,68,1,109150,110,0,1600,5,4,5,85,1075
671,HONDA Civic 1.6 16V SEDAN LINEA TERRA 4/5-Doors,9950,67,2,108793,110,0,1600,4,4,5,69,1035
672,HONDA Civic 1.6 HB LINEA LUNA AUT 2/3-Doors,9750,64,5,106784,110,1,1600,3,4,5,19,1050
673,HONDA Civic 1.3 16V LIFTB LINEA LUNA 4/5-Doors,9750,58,11,105942,86,0,1300,5,4,5,69,1040
674,HONDA Civic 1.3 16V Linea Terra 2/3-Doors,5950,59,10,105000,86,0,1300,3,4,5,19,1015
675,HONDA Civic 1.3 16V LIFTB G6 4/5-Doors,8500,62,7,105000,86,0,1300,5,4,5,69,1040
676,HONDA Civic 1.6 16V WAGON LINEA TERRA Stationwagen,8495,68,1,104299,110,0,1600,5,4,5,85,1085
677,HONDA Civic 1.3 16V HATCHB LINEA LUNA 2/3-Doors,9250,67,2,104000,86,0,1300,3,4,5,69,1020
678,HONDA Civic 1.3 LIN. Terra 2/3-Doors,6900,68,1,104000,86,0,1300,3,4,5,19,1015
679,HONDA Civic 1.3 16V HATCHB G6 2/3-Doors,8950,58,11,103458,86,0,1300,3,4,5,69,1025
680,HONDA Civic 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9500,63,6,103400,110,0,1600,5,4,5,85,1075
681,HONDA Civic 1.3 16V WAGON LINEA LUNA Stationwagen,9250,63,6,102807,86,0,1300,5,4,5,85,1055
682,HONDA Civic 1.6 16V WAGON LINEA LUNA Stationwagen,9895,68,1,102494,110,0,1600,5,4,5,85,1090
683,HONDA Civic 2.0 LB LINEA TERRA D 4/5-Doors,9950,57,12,102300,72,0,2000,5,4,5,185,1135
684,HONDA Civic 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7950,61,8,102106,110,0,1600,3,4,5,69,1050
685,HONDA Civic 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8750,68,1,101889,110,0,1600,5,4,5,85,1075
686,HONDA Civic 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,8250,57,12,101791,72,0,2000,3,4,5,185,1115
687,HONDA Civic 1.6 16V HATCHB G6 2/3-Doors,8950,63,6,101469,110,0,1600,3,4,6,85,1065
688,HONDA Civic 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8950,68,1,101001,110,0,1600,5,4,5,85,1075
689,HONDA Civic 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8950,61,8,100748,110,0,1600,5,4,5,85,1070
690,HONDA Civic 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8950,65,4,100550,110,0,1600,5,4,5,85,1075
691,HONDA Civic 1.6 16V WAGON LINEA TERRA Stationwagen,9450,67,2,99781,110,0,1600,5,4,5,85,1085
692,HONDA Civic 1.3 16V HATCHB LINEA LUNA 2/3-Doors,8950,59,10,98658,86,0,1300,3,4,5,69,1020
693,HONDA Civic 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9250,65,4,98500,110,0,1600,5,4,5,85,1075
694,HONDA Civic 1.3 Linea Terra sedan Comf. 4/5-Doors,8750,64,5,98291,86,0,1300,4,4,5,69,1000
695,HONDA Civic 1.6 16V HATCHB G6 2/3-Doors,9950,61,8,97648,110,0,1600,3,4,6,85,1065
696,HONDA Civic 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,61,8,97425,110,0,1600,5,4,5,85,1075
697,HONDA Civic 1.3 16V HATCHB LINEA TERRA 2/3-Doors,9900,65,4,97173,86,0,1300,3,4,5,69,1015
698,HONDA Civic 1.3 16V SEDAN LINEA TERRA 4/5-Doors,8950,66,3,97046,86,0,1300,4,4,5,69,1000
699,HONDA Civic 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,67,2,96000,110,0,1600,3,4,5,69,1050
700,HONDA Civic 2.0 DSL SEDAN LINEA TERRA 4/5-Doors,12250,60,9,96000,72,0,2000,4,4,5,185,1100
701,HONDA Civic 1.6 Linea Terra LB 4/5-Doors,9250,67,2,95750,110,0,1600,5,4,5,85,1070
702,HONDA Civic 1.6 HB Linea Luna 2/3-Doors,10250,61,8,95147,110,0,1600,3,4,5,85,1050
703,HONDA Civic 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,68,1,95000,110,0,1600,3,4,5,69,1050
704,HONDA Civic 1.6-16v Linea Terra 2/3-Doors,7999,65,4,95000,110,0,1600,3,4,5,69,1050
705,HONDA Civic 1.6 G6R HB 2/3-Doors,9900,66,3,94606,110,0,1600,3,4,5,85,1065
706,HONDA Civic 1.3 16V SEDAN LINEA TERRA 4/5-Doors,8250,63,6,94504,86,0,1300,4,4,5,69,1000
707,HONDA Civic 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10500,65,4,93428,110,0,1600,5,4,5,85,1075
708,HONDA Civic 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8450,65,4,93408,86,0,1300,3,4,5,69,1015
709,HONDA Civic 1.6 16V WAGON LINEA LUNA Stationwagen,9900,68,1,93296,110,0,1600,5,4,5,85,1090
710,HONDA Civic 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10500,62,7,93098,110,0,1600,5,4,5,85,1075
711,HONDA Civic 2.0 DSL SEDAN LINEA TERRA 4/5-Doors,8500,67,2,92922,72,0,2000,4,4,5,185,1100
712,HONDA Civic 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9500,61,8,92498,110,0,1600,3,4,5,69,1050
713,HONDA Civic 1.6 16V HATCHB G6 R 2/3-Doors,9450,65,4,92226,110,0,1600,3,4,6,85,1065
714,HONDA Civic 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,9900,68,1,91505,72,0,2000,3,4,5,185,1115
715,HONDA Civic 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8250,64,5,91333,110,0,1600,3,4,5,69,1050
716,HONDA Civic 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8750,65,4,91246,86,0,1300,3,4,5,69,1015
717,HONDA Civic 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9500,58,11,91000,110,0,1600,5,4,5,85,1075
718,HONDA Civic 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8450,68,1,90727,110,0,1600,3,4,5,69,1050
719,HONDA Civic 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8490,62,7,90000,110,0,1600,3,4,5,69,1050
720,HONDA Civic 1.6 Linea Terra Sedan 4/5-Doors,8750,60,9,89576,110,0,1600,4,4,5,69,1035
721,HONDA Civic 1.3 16V HATCHB G6 2/3-Doors,9750,64,5,89145,86,0,1300,3,4,5,69,1025
722,HONDA Civic 1.6 Linea Luna Wagon Stationwagen,9950,63,6,89000,110,0,1600,5,4,5,85,1085
723,HONDA Civic 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8500,68,1,88807,110,0,1600,3,4,5,69,1050
724,HONDA Civic 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8450,63,6,88685,110,0,1600,5,4,5,85,1070
725,HONDA Civic 1.6 16V SEDAN LINEA LUNA 4/5-Doors,7900,62,7,88667,110,0,1600,4,4,5,69,1040
726,HONDA Civic 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8750,57,12,88480,110,0,1600,3,4,5,69,1050
727,HONDA Civic 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7950,61,8,88127,86,0,1300,3,4,5,69,1015
728,HONDA Civic 1.3 16V HATCHB LINEA LUNA 2/3-Doors,6900,62,7,88000,86,0,1300,3,4,5,69,1020
729,HONDA Civic 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8150,65,4,87821,86,0,1300,3,4,5,69,1015
730,HONDA Civic 1.3 16V LIFTB LINEA TERRA AUT3 4/5-Doors,10995,59,10,87654,86,1,1300,5,4,5,85,1065
731,HONDA Civic 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8900,59,10,86888,110,0,1600,3,4,5,69,1050
732,HONDA Civic 1.3 16V LIFTB LINEA LUNA 4/5-Doors,9500,59,10,86871,86,0,1300,5,4,5,69,1040
733,HONDA Civic 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8950,68,1,86714,110,0,1600,4,4,5,69,1035
734,HONDA Civic 1.6 G6 HB 2/3-Doors,11500,65,4,85889,110,0,1600,3,4,6,85,1065
735,HONDA Civic 1.6 Terra HB 2/3-Doors,10450,62,7,85000,110,0,1600,3,4,5,69,1050
736,HONDA Civic 1.3 16V HATCHB G6 2/3-Doors,10500,60,9,85000,86,0,1300,3,4,5,69,1025
737,HONDA Civic 1.6 16V SEDAN LINEA TERRA 4/5-Doors,9250,68,1,84976,110,0,1600,4,4,5,69,1035
738, HONDA Civic 1.6 16v Linea Luna Stationwagen,10950,65,4,84558,110,0,1600,5,4,5,19,1120
739,HONDA Civic 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10450,62,7,84549,110,0,1600,5,4,5,85,1075
740,HONDA Civic 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9250,68,1,84482,110,0,1600,5,4,5,85,1075
741,HONDA Civic 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8750,62,7,83908,110,0,1600,5,4,5,85,1070
742,HONDA Civic 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8750,67,2,83560,86,0,1300,3,4,5,69,1015
743,HONDA Civic 1.6 16V LIFTB LINEA TERRA AUT4 4/5-Doors,9800,68,1,83000,107,1,1600,5,4,5,85,1100
744,HONDA Civic 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8250,64,5,82723,86,0,1300,3,4,5,69,1015
745,HONDA Civic 1.6 16V HATCHB G6 R 2/3-Doors,10450,62,7,82421,110,0,1600,3,4,6,85,1065
746,HONDA Civic 1.6 4/5-Doors,9750,58,11,82254,110,0,1600,5,4,5,69,1050
747,HONDA Civic Linea Luna 1.6i 16V 2/3-Doors,8950,61,8,82115,110,0,1600,3,4,5,85,1055
748,HONDA Civic 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7450,65,4,82000,86,0,1300,3,4,5,69,1015
749,HONDA Civic 1.3 16V LIFTB LINEA TERRA 4/5-Doors,8450,68,1,81965,86,0,1300,5,4,5,69,1035
750,HONDA Civic 1.6 HB LINEA TERRA 2/3-Doors,8250,66,3,81250,110,0,1600,3,4,5,19,1050
751,HONDA Civic 1.6 16V HATCHB G6 R 2/3-Doors,10950,65,4,81192,110,0,1600,3,4,6,85,1065
752,HONDA Civic 1.6 16V SEDAN LINEA LUNA 4/5-Doors,8950,61,8,81170,110,0,1600,4,4,5,69,1040
753,HONDA Civic 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8750,66,3,81083,86,0,1300,3,4,5,69,1015
754,HONDA Civic 1.6 VVTi Linea Luna 4/5-Doors,10450,61,8,80714,110,0,1600,5,4,5,85,1075
755,HONDA Civic 1.6 16V WAGON LINEA TERRA Stationwagen,10950,57,12,80470,110,0,1600,5,4,5,85,1085
756,HONDA Civic 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8450,65,4,80439,110,0,1600,4,4,5,69,1035
757,HONDA Civic 1.6 16V HATCHB G6 2/3-Doors,9950,59,10,80430,110,0,1600,3,4,6,85,1065
758,HONDA Civic 1.6 16V HATCHB LINEA LUNA 2/3-Doors,9950,68,1,80426,110,0,1600,3,4,5,85,1055
759,HONDA Civic 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8750,62,7,80265,86,0,1300,3,4,5,69,1015
760,HONDA Civic 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9950,65,4,80153,110,0,1600,5,4,5,85,1070
761,HONDA Civic 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9500,68,1,80121,110,0,1600,5,4,5,85,1070
762,HONDA Civic 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8250,65,4,80086,110,0,1600,4,4,5,69,1035
763,HONDA Civic 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10950,62,7,80000,110,0,1600,5,4,5,85,1075
764,HONDA Civic 1.3 LB LINEA TERRA 4/5-Doors,7950,60,9,80000,86,0,1300,5,4,5,19,1015
765,HONDA Civic 1.3 HB LINEA TERRA 2/3-Doors,8250,65,4,80000,86,0,1300,2,4,5,19,1015
766,HONDA Civic 1.6 16V SEDAN LINEA LUNA 4/5-Doors,9895,67,2,79858,110,0,1600,4,4,5,69,1040
767,HONDA Civic 1.3 16V HATCHB LINEA TERRA 2/3-Doors,9130,67,2,79762,86,0,1300,3,4,5,69,1015
768,HONDA Civic 1.3 16V LIFTB LINEA TERRA AUT3 4/5-Doors,10950,59,10,79660,86,1,1300,5,4,5,85,1065
769,HONDA Civic 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10500,60,9,79150,110,0,1600,5,4,5,85,1075
770,HONDA Civic 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8900,61,8,79000,110,0,1600,3,4,5,69,1050
771,HONDA Civic 1.3 16V LIFTB G6 4/5-Doors,9500,57,12,78955,86,0,1300,5,4,5,69,1045
772,HONDA Civic 2.0 D Linea luna Wagon Stationwagen,10950,59,10,78750,90,0,1975,5,4,5,210,1155
773,HONDA Civic 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7950,68,1,78521,86,0,1300,3,4,5,69,1015
774,HONDA Civic 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7950,64,5,78356,86,0,1300,3,4,5,69,1015
775,HONDA Civic 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7950,65,4,78076,86,0,1300,3,4,5,69,1015
776,HONDA Civic 1.6 16V LIFTB LINEA TERRA AUT4 4/5-Doors,9500,61,8,78063,107,1,1600,5,4,5,85,1100
777,HONDA Civic 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10950,67,2,77821,110,0,1600,5,4,5,85,1075
778,HONDA Civic 1.6 16V SEDAN LINEA TERRA 4/5-Doors,9750,68,1,77695,110,0,1600,4,4,5,69,1035
779,HONDA Civic 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9750,65,4,77500,110,0,1600,3,4,5,69,1050
780,HONDA Civic 1.6 16V HATCHB LINEA LUNA 2/3-Doors,9450,63,6,77457,110,0,1600,3,4,5,85,1055
781,HONDA Civic 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8950,68,1,77029,86,0,1300,3,4,5,69,1015
782,HONDA Civic 1.3 16V Linea Terra 2/3-Doors,8950,68,1,77008,86,0,1300,3,4,5,69,1015
783,HONDA Civic 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8900,66,3,76791,110,0,1600,5,4,5,85,1070
784,HONDA Civic 1.3 16V LIFTB LINEA TERRA 4/5-Doors,9950,61,8,76700,86,0,1300,5,4,5,69,1035
785,HONDA Civic 1.3 16V HATCHB LINEA LUNA 2/3-Doors,8750,67,2,76569,86,0,1300,3,4,5,69,1020
786,HONDA Civic 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8950,59,10,76162,110,0,1600,5,4,5,85,1075
787,HONDA Civic 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8990,65,4,76155,110,0,1600,4,4,5,69,1035
788,HONDA Civic 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8950,61,8,75609,86,0,1300,3,4,5,69,1015
789,HONDA Civic 2.0 DSL HATCHB LINEA LUNA 2/3-Doors,8950,62,7,75569,72,0,2000,3,4,5,185,1120
790,HONDA Civic 1.6 16V HATCHB G6 2/3-Doors,9950,67,2,75429,110,0,1600,3,4,6,85,1065
791,HONDA Civic 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9900,68,1,75000,110,0,1600,5,4,5,85,1075
792,HONDA Civic 1.3 HB LINEA TERRA 2/3-Doors,8950,65,4,75000,86,0,1300,3,4,5,19,1015
793,HONDA Civic 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8950,62,7,75000,110,0,1600,5,4,5,85,1070
794,HONDA Civic 1.6 16V HATCHB LINEA LUNA AUT4 2/3-Doors,9500,66,3,74963,107,1,1600,3,4,5,85,1085
795,HONDA Civic 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7950,68,1,74889,86,0,1300,3,4,5,69,1015
796,HONDA Civic 1.6 LB LINEA LUNA 4/5-Doors,7750,68,1,74875,110,0,1600,5,4,5,85,1070
797,HONDA Civic 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8950,63,6,74747,110,0,1600,5,4,5,85,1075
798,HONDA Civic 1.6 16V WAGON LINEA TERRA Stationwagen,11950,60,9,74720,110,0,1600,5,4,5,85,1085
799,HONDA Civic 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8950,62,7,74457,110,0,1600,5,4,5,85,1075
800,HONDA Civic 1.3 16V LIFTB LINEA TERRA 4/5-Doors,11950,60,9,74337,86,0,1300,5,4,5,69,1035
801,HONDA Civic 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,68,1,74308,110,0,1600,3,4,5,69,1050
802,HONDA Civic 1.6 Linea Terra HB 2/3-Doors,9950,64,5,74193,110,0,1600,3,4,5,69,1050
803,HONDA Civic 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8250,65,4,74179,110,0,1600,3,4,5,69,1050
804,HONDA Civic 1.3 16V WAGON LINEA TERRA Stationwagen,8995,67,2,73936,86,0,1300,5,4,5,69,1050
805,HONDA Civic 1.6 16V HATCHB G6 2/3-Doors,9995,61,8,73894,110,0,1600,3,4,6,85,1065
806,HONDA Civic 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9250,64,5,73500,110,0,1600,3,4,5,69,1050
807,HONDA Civic 1.6 16V LIFTB LINEA TERRA 4/5-Doors,10950,64,5,73376,110,0,1600,5,4,5,85,1070
808,HONDA Civic 1.3 16V 2/3-Doors,8900,64,5,73300,86,0,1300,3,4,5,69,1015
809,HONDA Civic 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9500,58,11,73172,110,0,1600,5,4,5,85,1075
810,HONDA Civic 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,58,11,72928,110,0,1600,5,4,5,85,1075
811,HONDA Civic 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7950,67,2,72880,86,0,1332,3,4,5,69,1015
812,HONDA Civic 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8250,63,6,72522,110,0,1600,3,4,5,69,1050
813,HONDA Civic 1.3 16V HATCHB LINEA TERRA 2/3-Doors,9450,64,5,72000,86,0,1300,3,4,5,69,1015
814,HONDA Civic 1.3 HB LINEA TERRA 2/3-Doors,7950,57,12,72000,86,0,1300,3,4,5,69,1015
815,HONDA Civic 1.6 16V HATCHB G6 2/3-Doors,9500,59,10,71366,110,0,1600,3,4,6,85,1065
816,HONDA Civic 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,65,4,71317,110,0,1600,3,4,5,69,1050
817,HONDA Civic 1.6 16v Liftback Linea Terra 4/5-Doors,10950,62,7,71000,110,0,1600,5,4,5,85,1070
818,HONDA Civic 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,60,9,70954,110,0,1600,3,4,5,69,1050
819,HONDA Civic 1.3 16V LIFTB LINEA TERRA 4/5-Doors,9450,63,6,70908,86,0,1300,5,4,5,69,1035
820,HONDA Civic 1.6 16V HATCHB S 2/3-Doors,8000,58,11,70560,110,0,1600,3,4,5,69,1050
821,HONDA Civic 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9900,67,2,70552,110,0,1600,5,4,5,85,1075
822,HONDA Civic 1.6 16v VVTi Terra Comfort 4/5-Doors,8950,62,7,70500,110,0,1600,5,4,5,69,1035
823,HONDA Civic 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,10900,60,9,70453,72,0,2000,5,4,5,185,1135
824,HONDA Civic 1.6 16V HATCHB S 2/3-Doors,9450,59,10,70218,110,0,1600,3,4,5,69,1050
825,HONDA Civic 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8450,64,5,70116,110,0,1600,4,4,5,69,1035
826,HONDA Civic 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9500,65,4,70068,110,0,1600,5,4,5,85,1075
827,HONDA Civic 1.6 16v Linea Luna 2/3-Doors,10500,67,2,70000,107,1,1587,3,4,5,19,1065
828,HONDA Civic 1.3 16V L. TERRA COMFORT 2/3-Doors,6950,68,1,70000,86,0,1300,3,4,5,69,1015
829,HONDA Civic 1.6 16V SEDAN LINEA TERRA 4/5-Doors,9750,68,1,69103,110,0,1600,4,4,5,69,1035
830,HONDA Civic 1.3 16V LIFTB LINEA TERRA 4/5-Doors,6950,58,11,69022,86,0,1300,5,4,5,69,1035
831,HONDA Civic 1.6 16V HATCHB G6 R 2/3-Doors,9650,67,2,69000,110,0,1600,3,4,6,85,1065
832,HONDA Civic 1.6 16V HATCHB G6 R 2/3-Doors,9950,68,1,68865,110,0,1600,3,4,6,85,1065
833,HONDA Civic 1.3 16V HATCHB G6 2/3-Doors,9250,58,11,68723,86,0,1300,3,4,5,69,1025
834,HONDA Civic 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8950,63,6,68453,110,0,1600,5,4,5,85,1070
835,HONDA Civic 1.3 16V WAGON LINEA TERRA Stationwagen,9900,63,6,68238,86,0,1300,5,4,5,69,1050
836,HONDA Civic 1.6 16V WAGON LINEA TERRA Stationwagen,10995,63,6,68153,110,0,1600,5,4,5,85,1085
837,HONDA Civic 1.6 Luna Liftback 4/5-Doors,10500,65,4,68000,110,0,1600,5,4,5,85,1075
838,HONDA Civic 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8950,65,4,68000,86,0,1300,3,4,5,69,1015
839,HONDA Civic 1.6 16V HATCHB G6 R 2/3-Doors,9750,67,2,67762,110,0,1600,3,4,6,85,1065
840,HONDA Civic 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10950,68,1,67146,110,0,1600,5,4,5,85,1075
841,HONDA Civic 1.3 16V LIFTB LINEA TERRA 4/5-Doors,9750,67,2,67110,86,0,1300,5,4,5,69,1035
842,HONDA Civic 1.6 16V HATCHB G6 2/3-Doors,9950,59,10,67010,110,0,1600,3,4,6,85,1065
843,HONDA Civic 1.6 16V SEDAN LINEA TERRA 4/5-Doors,10500,65,4,67003,110,0,1600,4,4,5,69,1035
844,HONDA Civic 1.3 16V HATCHB LINEA TERRA AUT3 2/3-Doors,10400,68,1,66785,86,1,1300,3,4,5,69,1045
845,HONDA Civic 3drs 13i-16V 2/3-Doors,8800,68,1,66550,86,0,1332,3,4,5,69,1010
846,HONDA Civic 1.6 16V HATCHB G6 2/3-Doors,10500,61,8,66259,110,0,1600,3,4,6,85,1065
847,HONDA Civic 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9250,62,7,66082,110,0,1600,5,4,5,85,1070
848,HONDA Civic 1.3 16V HATCHB S 2/3-Doors,7800,65,4,66000,86,0,1300,3,4,5,69,1015
849,HONDA Civic 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9950,61,8,66000,110,0,1600,3,4,5,69,1050
850,HONDA Civic 1.6 16V HATCHB G6 R 2/3-Doors,10750,63,6,65896,110,0,1600,3,4,6,85,1065
851,HONDA Civic 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10950,67,2,65785,110,0,1600,5,4,5,85,1075
852,HONDA Civic 1.6 16V SEDAN LINEA LUNA AUT4 4/5-Doors,9950,65,4,65513,110,1,1600,4,4,5,85,1070
853,HONDA Civic 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9950,59,10,65463,110,0,1600,5,4,5,85,1070
854,HONDA Civic 1.3 16V SEDAN LINEA TERRA 4/5-Doors,8100,68,1,65400,86,0,1300,4,4,5,69,1000
855,HONDA Civic 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9250,60,9,65259,110,0,1600,3,4,5,69,1050
856,HONDA Civic 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7800,64,5,65000,110,0,1600,3,4,5,69,1050
857,HONDA Civic 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9000,68,1,65000,110,0,1600,5,4,5,85,1070
858,HONDA Civic 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8950,57,12,65000,110,0,1600,4,4,5,69,1035
859,HONDA Civic 1.3-16V Luna 2/3-Doors,8950,62,7,64966,86,0,1300,3,4,5,69,1020
860,HONDA Civic 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,68,1,64950,110,0,1600,5,4,5,85,1075
861,HONDA Civic 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8500,60,9,64914,110,0,1600,5,4,5,85,1070
862,HONDA Civic 1.6 16V LIFTB LINEA LUNA 4/5-Doors,7995,62,7,64797,110,0,1600,5,4,5,85,1075
863,HONDA Civic 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8750,65,4,64772,110,0,1600,3,4,5,69,1050
